NÚMERO DE TICKET;ITEM;IDESTILO;ESTILO;FECHA DE VENTA;CANTIDAD;IDTAMAÑO;TAMAÑO;PRECIO DE LISTA;PRECIO DE VENTA;COSTO UNITARIO;TIPO DE CALZADO;IDLOCAL;LOCAL;TIPO DE LOCAL;IDCIUDAD;CIUDAD;ESTADO;PAÍS;MONTO VENDIDO;COSTO DE VENTA;UTILIDAD
74928;1;C001;COMFORT VERONA;28/07/2021;1;25N;25 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
74937;1;C003;CONFORT NEW YORK;28/07/2021;1;20M;20 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
74939;1;D007;REFLEXION EDGE;28/07/2021;1;25N;25 NORMAL; $947,00 ; $861,00 ; $387,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $861,00 ; $387,00 ; $474,00 
74944;1;D004;PANAMA;28/07/2021;1;18N;18 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
74965;1;D003;MERLE POINT;28/07/2021;1;28N;28 NORMAL; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
74969;1;D007;REFLEXION EDGE;28/07/2021;1;24M;24 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
74984;1;D003;MERLE POINT;28/07/2021;1;27N;27 NORMAL; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
74987;1;U001;RELAX UNIVERSE;28/07/2021;1;26N;26 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $900,00 ; $424,00 ; $476,00 
74994;1;S003;ULTRA-ALIVE;28/07/2021;2;25N;25 NORMAL; $1.999,00 ; $1.999,00 ; $388,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $3.998,00 ; $776,00 ; $3.222,00 
75039;1;D006;COLORFUL SPRING;28/07/2021;1;21M;21 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
75044;1;D001;SPLEND MARNA;28/07/2021;1;18N;18 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
75067;1;S003;ULTRA-ALIVE;29/07/2021;3;19N;19 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $5.214,00 ; $1.164,00 ; $4.050,00 
75097;1;S001;RAPTOR;29/07/2021;1;18M;18 Y MEDIO; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
75101;1;D002;TANGERINE;29/07/2021;1;22N;22 NORMAL; $1.328,00 ; $1.235,00 ; $386,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.235,00 ; $386,00 ; $849,00 
75105;1;D005;SERENA STORM;29/07/2021;1;19M;19 Y MEDIO; $2.033,00 ; $2.033,00 ; $459,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $2.033,00 ; $459,00 ; $1.574,00 
75117;1;C004;MIRIDIA;29/07/2021;1;30N;30 NORMAL; $1.153,00 ; $1.153,00 ; $392,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.153,00 ; $392,00 ; $761,00 
75161;1;D002;TANGERINE;29/07/2021;1;23M;23 Y MEDIO; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
75167;1;D006;COLORFUL SPRING;29/07/2021;1;21M;21 Y MEDIO; $1.240,00 ; $1.240,00 ; $380,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.240,00 ; $380,00 ; $860,00 
75179;3;D004;PANAMA;29/07/2021;1;22M;22 Y MEDIO; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
75179;1;S001;RAPTOR;29/07/2021;1;24M;24 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
75179;2;S002;CITUAN;29/07/2021;1;18N;18 NORMAL; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
75202;1;D003;MERLE POINT;30/07/2021;1;26M;26 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
75204;1;C003;CONFORT NEW YORK;30/07/2021;2;25M;25 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $3.362,00 ; $792,00 ; $2.570,00 
75210;1;C003;CONFORT NEW YORK;30/07/2021;1;29M;29 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
75219;1;U002;MINIMAL ECHO;30/07/2021;1;25M;25 Y MEDIO; $1.144,00 ; $1.144,00 ; $460,00 ;UNISEX;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.144,00 ; $460,00 ; $684,00 
75222;1;C001;COMFORT VERONA;30/07/2021;1;29M;29 Y MEDIO; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
75231;1;D006;COLORFUL SPRING;30/07/2021;1;22M;22 Y MEDIO; $1.440,00 ; $1.440,00 ; $380,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.440,00 ; $380,00 ; $1.060,00 
75265;1;D002;TANGERINE;30/07/2021;1;23N;23 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
75272;1;S002;CITUAN;30/07/2021;1;20M;20 Y MEDIO; $1.862,00 ; $1.862,00 ; $394,00 ;DEPORTIVO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.862,00 ; $394,00 ; $1.468,00 
75274;1;S002;CITUAN;30/07/2021;1;20N;20 NORMAL; $1.583,00 ; $1.583,00 ; $394,00 ;DEPORTIVO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.583,00 ; $394,00 ; $1.189,00 
75281;1;U001;RELAX UNIVERSE;30/07/2021;1;27N;27 NORMAL; $1.026,00 ; $1.026,00 ; $424,00 ;UNISEX;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.026,00 ; $424,00 ; $602,00 
75286;1;C001;COMFORT VERONA;31/07/2021;1;24N;24 NORMAL; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
75301;1;D004;PANAMA;31/07/2021;1;23N;23 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
75302;1;S001;RAPTOR;31/07/2021;1;29N;29 NORMAL; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
75322;1;C004;MIRIDIA;31/07/2021;1;18N;18 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
75328;1;C004;MIRIDIA;31/07/2021;1;22N;22 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
75337;1;S001;RAPTOR;31/07/2021;1;22M;22 Y MEDIO; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
75371;1;D004;PANAMA;31/07/2021;1;18N;18 NORMAL; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
75384;1;D005;SERENA STORM;31/07/2021;1;18M;18 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
75390;1;D001;SPLEND MARNA;01/08/2021;1;19N;19 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
75410;1;D006;COLORFUL SPRING;01/08/2021;1;25M;25 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
75414;1;D007;REFLEXION EDGE;01/08/2021;1;25M;25 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
75439;1;S001;RAPTOR;01/08/2021;1;22M;22 Y MEDIO; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
75447;1;S002;CITUAN;01/08/2021;1;28N;28 NORMAL; $1.862,00 ; $1.768,00 ; $394,00 ;DEPORTIVO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.768,00 ; $394,00 ; $1.374,00 
75454;1;S001;RAPTOR;01/08/2021;1;22N;22 NORMAL; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
75462;1;D003;MERLE POINT;02/08/2021;1;19N;19 NORMAL; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
75488;1;D006;COLORFUL SPRING;02/08/2021;1;27M;27 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
75490;1;C004;MIRIDIA;02/08/2021;1;21N;21 NORMAL; $901,00 ; $901,00 ; $392,00 ;CABALLERO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $901,00 ; $392,00 ; $509,00 
75496;1;D002;TANGERINE;02/08/2021;1;23M;23 Y MEDIO; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
75507;1;C003;CONFORT NEW YORK;02/08/2021;1;22N;22 NORMAL; $1.479,00 ; $1.479,00 ; $396,00 ;CABALLERO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.479,00 ; $396,00 ; $1.083,00 
75508;1;D002;TANGERINE;02/08/2021;1;19N;19 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
75513;1;D006;COLORFUL SPRING;02/08/2021;1;26N;26 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
75513;2;D006;COLORFUL SPRING;02/08/2021;1;24M;24 Y MEDIO; $1.333,00 ; $1.226,00 ; $380,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.226,00 ; $380,00 ; $846,00 
75546;1;D004;PANAMA;02/08/2021;1;18N;18 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
75549;1;S002;CITUAN;02/08/2021;1;30N;30 NORMAL; $1.583,00 ; $1.583,00 ; $394,00 ;DEPORTIVO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.583,00 ; $394,00 ; $1.189,00 
75559;1;D002;TANGERINE;02/08/2021;1;18M;18 Y MEDIO; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
75573;1;S002;CITUAN;02/08/2021;1;29M;29 Y MEDIO; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
75596;1;D003;MERLE POINT;02/08/2021;1;19M;19 Y MEDIO; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.357,00 ; $442,00 ; $915,00 
75597;1;D006;COLORFUL SPRING;02/08/2021;4;21N;21 NORMAL; $1.440,00 ; $1.440,00 ; $380,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $5.760,00 ; $1.520,00 ; $4.240,00 
75602;1;D006;COLORFUL SPRING;03/08/2021;1;24N;24 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
75605;1;D004;PANAMA;03/08/2021;1;19M;19 Y MEDIO; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
75606;1;C001;COMFORT VERONA;03/08/2021;1;30M;30 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
75623;1;D007;REFLEXION EDGE;03/08/2021;1;27M;27 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
75626;1;D001;SPLEND MARNA;03/08/2021;1;20M;20 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
75629;1;C003;CONFORT NEW YORK;03/08/2021;1;23M;23 Y MEDIO; $1.866,00 ; $1.866,00 ; $396,00 ;CABALLERO;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.866,00 ; $396,00 ; $1.470,00 
75640;1;C003;CONFORT NEW YORK;03/08/2021;1;21M;21 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
75654;1;U002;MINIMAL ECHO;03/08/2021;1;20M;20 Y MEDIO; $1.069,00 ; $994,00 ; $460,00 ;UNISEX;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $994,00 ; $460,00 ; $534,00 
75656;1;C003;CONFORT NEW YORK;03/08/2021;1;29M;29 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
75660;1;S003;ULTRA-ALIVE;03/08/2021;1;25M;25 Y MEDIO; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
75663;1;U002;MINIMAL ECHO;03/08/2021;1;19N;19 NORMAL; $941,00 ; $941,00 ; $460,00 ;UNISEX;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $941,00 ; $460,00 ; $481,00 
75672;1;C001;COMFORT VERONA;04/08/2021;1;26M;26 Y MEDIO; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
75682;1;D005;SERENA STORM;04/08/2021;1;26M;26 Y MEDIO; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.585,00 ; $459,00 ; $1.126,00 
75684;1;S003;ULTRA-ALIVE;04/08/2021;1;27M;27 Y MEDIO; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
75702;1;D002;TANGERINE;04/08/2021;1;20N;20 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
75710;1;S002;CITUAN;04/08/2021;1;21M;21 Y MEDIO; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
75713;1;S003;ULTRA-ALIVE;04/08/2021;1;28M;28 Y MEDIO; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
75746;1;S002;CITUAN;04/08/2021;1;20M;20 Y MEDIO; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
75747;1;D004;PANAMA;04/08/2021;1;23N;23 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
75761;1;U001;RELAX UNIVERSE;04/08/2021;1;23M;23 Y MEDIO; $900,00 ; $900,00 ; $424,00 ;UNISEX;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $900,00 ; $424,00 ; $476,00 
75762;1;C001;COMFORT VERONA;05/08/2021;1;18N;18 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
75793;1;U002;MINIMAL ECHO;05/08/2021;1;28M;28 Y MEDIO; $941,00 ; $941,00 ; $460,00 ;UNISEX;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $941,00 ; $460,00 ; $481,00 
75794;1;D001;SPLEND MARNA;05/08/2021;1;28N;28 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
75795;1;D007;REFLEXION EDGE;05/08/2021;1;22M;22 Y MEDIO; $947,00 ; $947,00 ; $387,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $947,00 ; $387,00 ; $560,00 
75801;1;C002;CONFORT MILAN;05/08/2021;1;26N;26 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
75820;1;U001;RELAX UNIVERSE;05/08/2021;1;24N;24 NORMAL; $1.026,00 ; $1.026,00 ; $424,00 ;UNISEX;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.026,00 ; $424,00 ; $602,00 
75827;1;C001;COMFORT VERONA;06/08/2021;1;24M;24 Y MEDIO; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
75832;1;C002;CONFORT MILAN;06/08/2021;1;22N;22 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
75851;1;D005;SERENA STORM;06/08/2021;1;27M;27 Y MEDIO; $2.033,00 ; $2.033,00 ; $459,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.033,00 ; $459,00 ; $1.574,00 
75852;1;D006;COLORFUL SPRING;06/08/2021;3;23N;23 NORMAL; $1.240,00 ; $1.240,00 ; $380,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $3.720,00 ; $1.140,00 ; $2.580,00 
75875;1;S003;ULTRA-ALIVE;06/08/2021;1;26N;26 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
75891;1;C004;MIRIDIA;06/08/2021;1;30M;30 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
75928;1;D005;SERENA STORM;07/08/2021;1;21N;21 NORMAL; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.585,00 ; $459,00 ; $1.126,00 
75987;1;S003;ULTRA-ALIVE;07/08/2021;1;22M;22 Y MEDIO; $1.529,00 ; $1.529,00 ; $388,00 ;DEPORTIVO;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.529,00 ; $388,00 ; $1.141,00 
76018;1;C004;MIRIDIA;07/08/2021;1;18M;18 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
76019;1;C002;CONFORT MILAN;07/08/2021;1;28N;28 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
